Gen AI Workload Security Assessment - Sample File,,,,,
,,,,,
Recommendations for your Gen AI workload,,,,,
Your overall results,Critical,'0/100',,,
GenAI Security: Architecture,Critical,'0/100',,,
GenAI Security: Risk Management and Compliance,Critical,'0/100',,,
GenAI Security: Agents Security,Critical,'0/100',,,
,,,,,
,,,,,
,https://learn.microsoft.com,,,,
,,,,,
Category,Link-Text,Link,Priority,ReportingCategory,ReportingSubcategory,Weight,Context,CompleteY/N,Note
GenAI Security: Agents Security,"Use Microsoft Entra entitlement management access packages for agent identities to grant time-bound, approval-based (JIT) access to tool permissions and revoke automatically when it expires.",https://learn.microsoft.com/entra/agent-id/identity-professional/agent-access-packages,High,AG:03,,90,,N,
GenAI Security: Agents Security,Use enhanced human in the loop workflows by utilizing Copilot Studio agent flows.,https://learn.microsoft.com/microsoft-copilot-studio/flows-advanced-approvals,High,AG:04,,90,,N,
GenAI Security: Agents Security,Use Responsible AI for Microsoft Foundry guidance as the baseline “discover → protect → govern” framework to standardize responsible engineering practices across agents.,https://learn.microsoft.com/azure/ai-foundry/responsible-use-of-ai-overview?view=foundry-classic,High,AG:04,,90,,N,
GenAI Security: Agents Security,Use Azure AI Content Safety to automatically evaluate outputs and view events in XDR for monitoring.,https://learn.microsoft.com/azure/ai-services/content-safety,High,AG:04,,90,,N,
GenAI Security: Agents Security,Use Microsoft Entra Conditional Access for Agent ID to contain anomalous access at the point of token issuance (policy enforcement when access is requested).,https://learn.microsoft.com/entra/identity/conditional-access/agent-id,High,AG:02,,90,,N,
GenAI Security: Agents Security,"Use Microsoft Entra Agent ID (as part of Agent 365) to apply Conditional Access for agents, enforce time-bound entitlements, and monitor agent risk signals.",https://learn.microsoft.com/entra/agent-id/identity-professional/microsoft-entra-agent-identities-for-ai-agents,High,AG:02,,90,,N,
GenAI Security: Agents Security,"Use Microsoft Entra Agent ID logs to capture agent-aware audit/sign-in events, and use the Microsoft Purview Audit Search Graph API to automate collection and reviewer workflows at scale.",https://learn.microsoft.com/entra/agent-id/identity-professional/sign-in-audit-logs-agents,High,AG:04,,90,,N,
GenAI Security: Agents Security,"Use Microsoft Purview Audit for end-to-end audit trails, and use Microsoft Agent 365 Overview to surface agent-level governance signals (adoption, alerts, gaps) for accountability.",https://learn.microsoft.com/microsoft-365/admin/manage/agent-365-overview?view=o365-worldwide,High,AG:04,,90,,N,
GenAI Security: Agents Security,Use Azure API Management (limit-concurrency policy) to cap concurrent requests per agent/session scope so overload fails fast before it cascades into shared backend exhaustion.,https://learn.microsoft.com/azure/api-management/limit-concurrency-policy,High,AG:03,,90,,N,
GenAI Security: Agents Security,"Use Microsoft Entra Conditional Access for Agent ID to enforce real-time, risk/context-based access decisions for agent identities (including blocking risky agents).",https://learn.microsoft.com/entra/identity/conditional-access/agent-id,High,AG:02,,90,,N,
GenAI Security: Agents Security,Implement Microsoft Entra Access Reviews for agent-related groups/app assignments/roles so access is re-certified on a schedule and stale permissions are removed.,https://learn.microsoft.com/entra/identity/conditional-access/concept-conditional-access-grant,High,AG:01,,90,,N,
GenAI Security: Agents Security,"Use Microsoft Entra Conditional Access for Agent ID for risk/context-based enforcement, and Microsoft Copilot Studio quotas and limits to cap request rates and protect against usage surges.",https://learn.microsoft.com/microsoft-copilot-studio/requirements-quotas,High,AG:04,,90,,N,
GenAI Security: Agents Security,"Use Microsoft Agent 365 for centralized agent oversight and governance signals, and Microsoft Copilot Studio multistage approvals in agent flows to require human approval for high-risk action chains.",https://learn.microsoft.com/microsoft-copilot-studio/flows-advanced-approvals,High,AG:04,,90,,N,
GenAI Security: Agents Security,"Use Microsoft Purview DSPM for AI to discover AI data exposure, run oversharing/risk assessments, and activate recommended policies for AI interactions.",https://learn.microsoft.com/purview/dspm-for-ai,High,AG:01,,90,,N,
GenAI Security: Agents Security,Use Microsoft Purview DLP to restrict processing of prompting to sensitive data.,https://learn.microsoft.com/en-us/purview/dlp-learn-about-dlp,High,AG:01,,90,,N,
GenAI Security: Agents Security,Use Microsoft Purview DSPM for AI to monitor AI interactions for sensitive data exposure and identify control gaps that can lead to leakage via prompts/responses and downstream storage.,https://learn.microsoft.com/en-us/purview/dspm-for-ai,High,AG:01,,90,,N,
GenAI Security: Agents Security,"Use Azure AI Content Safety – Groundedness detection as a required validation gate before agents store/share outputs or take downstream actions, so ungrounded claims are stopped early and don’t propagate.",https://learn.microsoft.com/en-us/azure/ai-services/content-safety/concepts/groundedness,High,AG:03,,90,,N,
GenAI Security: Agents Security,Use Azure AI Content Safety – Prompt Shields to detect and block indirect/document-based attacks in real time before content is used.,https://learn.microsoft.com/azure/ai-services/content-safety/concepts/jailbreak-detection,High,AG:01,,90,,N,
GenAI Security: Agents Security,Use Microsoft Entra Conditional Access for Agent ID to enforce risk- and context-based access decisions for agents (including blocking high-risk activity).,https://learn.microsoft.com/entra/identity/conditional-access/agent-id,High,AG:04,,90,,N,
GenAI Security: Agents Security,"Use Azure API Management (MCP server support) as the governed gateway for agent tool/API access (centralized authN/authZ, policy enforcement, and control over tool exposure).",https://learn.microsoft.com/azure/api-management/secure-mcp-servers,High,AG:03,,90,,N,
GenAI Security: Agents Security,Use Microsoft Defender for Cloud – AI threat protection to leverage threat intelligence–backed detections for evolving prompt injection patterns.,https://learn.microsoft.com/azure/defender-for-cloud/ai-threat-protection,High,AG:03,,90,,N,
GenAI Security: Agents Security,"Use Microsoft Defender for Cloud Apps to discover which external AI apps/sources are in use, assess risk, and sanction/block as needed to close coverage gaps.",https://learn.microsoft.com/copilot/microsoft-365/manage-generative-ai-apps,High,AG:01,,80,,N,
GenAI Security: Agents Security,Use authorization within Microsoft Entra Agent ID for agent-related groups/apps/roles to regularly attest and remove stale access.,https://learn.microsoft.com/entra/agent-id/identity-professional/authorization-agent-id,High,AG:02,,80,,N,
GenAI Security: Agents Security,"Use Agent 365 to inventory agents, control who can onboard/activate agents, and apply standardized templates for secure-by-default identity and access.",https://learn.microsoft.com/microsoft-agent-365/overview,High,AG:02,,80,,N,
GenAI Security: Agents Security,Establish visibility with Microsoft Purview DSPM for AI to discover agents in use and identify unmanaged/policy-uncovered agents.,https://learn.microsoft.com/purview/dspm-for-ai?tabs=m365,High,AG:02,,80,,N,
GenAI Security: Agents Security,"Verify lineage in Purview and screen content with Azure AI Content Safety so agents consume only trusted, safe data.",https://learn.microsoft.com/en-us/purview/developer/secure-ai-with-purview,High,AG:01,,80,,N,
GenAI Security: Agents Security,"Standardize on Entra app/service principal patterns for agents and enforce least privilege consistently (prefer cert-based auth, reduce secrets), then govern via reviews/monitoring.",https://learn.microsoft.com/entra/agent-id/identity-professional/microsoft-entra-agent-identities-for-ai-agents,High,AG:01,,80,,N,
GenAI Security: Agents Security,"Use Microsoft Agent 365 to apply standardized agent templates, enforce activation/permission approval workflows, and maintain centralized visibility over agent usage and governance tasks.",https://learn.microsoft.com/microsoft-agent-365/admin/manage-agents,High,AG:04,,80,,N,
GenAI Security: Agents Security,Use Microsoft Copilot Studio multistage approvals in agent flows to implement human approval stages (and conditional routing) for critical or high-risk actions.,https://learn.microsoft.com/microsoft-copilot-studio/flows-advanced-approvals,High,AG:04,,80,,N,
GenAI Security: Agents Security,Use Microsoft Purview Data Lifecycle Management to maintain end-to-end lineage and provenance for datasets feeding agents/models.,https://learn.microsoft.com/purview/ai-agent-365,High,AG:02,,80,,N,
GenAI Security: Agents Security,Include the ability to request for more information for the approvals in agent flows.,https://learn.microsoft.com/microsoft-copilot-studio/flows-request-for-information,High,AG:04,,70,,N,
GenAI Security: Agents Security,Use Microsoft Copilot Studio quotas and limits to enforce execution caps and protect against runaway or excessive tool usage (request-rate constraints and platform limits).,https://learn.microsoft.com/microsoft-copilot-studio/requirements-quotas,High,AG:03,,70,,N,
GenAI Security: Agents Security,Use Microsoft Copilot Studio quotas and limits to automatically enforce rate limits on agent messaging and generative actions to prevent excessive chaining.,https://learn.microsoft.com/microsoft-copilot-studio/requirements-quotas,High,AG:04,,70,,N,
GenAI Security: Agents Security,Use Microsoft Foundry risk & safety evaluators to systematically evaluate outputs (including ungroundedness signals) and block/hold high-impact actions when validation fails.,https://learn.microsoft.com/azure/ai-foundry/concepts/evaluation-evaluators/risk-safety-evaluators?view=foundry&preserve-view=true,High,AG:03,,70,,N,
GenAI Security: Agents Security,Use Microsoft Purview sensitivity labels (with protection settings) to enforce durable access controls and reduce exposure of regulated data in AI-assisted workflows.,https://learn.microsoft.com/purview/create-sensitivity-labels,High,AG:01,,70,,N,
GenAI Security: Agents Security,Use Azure API Management (rate-limit policy) to throttle burst traffic and contain surges automatically before they overwhelm downstream services.,https://learn.microsoft.com/azure/api-management/rate-limit-policy,High,AG:03,,70,,N,
GenAI Security: Agents Security,Use Microsoft Purview Data Lifecycle Management to define and enforce retention/deletion rules so stored interaction artifacts and derived content don’t persist longer than needed.,https://learn.microsoft.com/purview/get-started-with-data-lifecycle-management,High,AG:01,,70,,N,
GenAI Security: Agents Security,Use Microsoft Purview auto-labeling to increase consistent classification at scale so sensitive content is reliably identified and protected before it can be reused by AI.,https://learn.microsoft.com/purview/apply-sensitivity-label-automatically,High,AG:01,,70,,N,
GenAI Security: Agents Security,"Use Microsoft Purview APIs (via Microsoft Graph) to enforce consistent, centralized policy decisions (for example, label/DLP-aware controls) in your app workflow before ingestion.",https://learn.microsoft.com/purview/developer/microsoft-purview-sdk-documentation-overview,High,AG:01,,70,,N,
GenAI Security: Agents Security,Use Azure AI Content Safety – Prompt Shields to validate both user prompts and document inputs for jailbreak and indirect prompt injection before execution.,https://learn.microsoft.com/azure/ai-services/content-safety/concepts/jailbreak-detection,High,AG:03,,70,,N,
GenAI Security: Agents Security,Apply Conditional Access for workload identities to restrict agent/service principal access by location and risk signals.,https://learn.microsoft.com/entra/identity/conditional-access/workload-identity,High,AG:02,,70,,N,
GenAI Security: Agents Security,Use Microsoft Entra Entitlement Management access packages for agent identities to require approval and ensure access is time-bound with automatic expiry.,https://learn.microsoft.com/entra/agent-id/identity-professional/agent-access-packages,High,AG:02,,70,,N,
GenAI Security: Agents Security,Centralize agent onboarding/retirement by using Microsoft Agent 365 to inventory agents and close gaps consistently.,https://learn.microsoft.com/microsoft-365/admin/manage/agent-365-overview?view=o365-worldwide&toc=%2Fmicrosoft-agent-365%2Ftoc.json&bc=%2F%2Fmicrosoft-agent-365%2Fbreadcrumb%2Fagent365%2Ftoc.json,High,AG:02,,70,,N,
GenAI Security: Agents Security,"Use the Responsible AI dashboard for Azure ML to assess and track fairness (and related responsible AI measures) with a single, unified view for governance and review.",https://learn.microsoft.com/azure/machine-learning/concept-responsible-ai-dashboard?view=azureml-api-2,High,AG:04,,70,,N,
GenAI Security: Agents Security,Use Azure AI Content Safety – Groundedness detection to add truthfulness/grounding checks beyond category filtering so plausible-but-wrong content is detected before it spreads.,https://learn.microsoft.com/azure/ai-services/content-safety/concepts/groundedness,High,AG:03,,70,,N,
GenAI Security: Agents Security,Use Microsoft Purview Insider Risk Management to detect and investigate risky usage patterns (including prompt injection signals) and triage through policy-driven alerts.,https://learn.microsoft.com/purview/insider-risk-management-policies,High,AG:03,,70,,N,
GenAI Security: Agents Security,Add an AI stage to your multiapproval process to streamline your system.,https://learn.microsoft.com/microsoft-copilot-studio/flows-advanced-approvals,Medium,AG:04,,60,,N,
GenAI Security: Agents Security,"Separate identities by using workload identities (service principals) for agents and apply Conditional Access for workload identities (e.g., block by location/risk) to control non-human access distinctly from users.",https://learn.microsoft.com/entra/identity/conditional-access/concept-conditional-access-grant,Medium,AG:01,,60,,N,
GenAI Security: Agents Security,Use Microsoft Purview Audit to maintain auditable evidence of governance activities and support investigations/compliance reporting.,https://learn.microsoft.com/purview/audit-solutions-overview,Medium,AG:02,,60,,N,
GenAI Security: Agents Security,"Use Microsoft Purview for AI capabilities to move from manual restrictions to consistent, enforceable controls tied to sensitivity labels or sensitive info types.",https://learn.microsoft.com/purview/developer/secure-ai-with-purview,Medium,AG:01,,60,,N,
GenAI Security: Agents Security,"Start with Azure AI Content Safety – Prompt Shields using the quickstart to establish baseline jailbreak and document-attack detection, then expand coverage.",https://learn.microsoft.com/azure/ai-services/content-safety/quickstart-jailbreak,Medium,AG:01,,60,,N,
GenAI Security: Agents Security,"Use Microsoft Agent 365 to centralize agent inventory, apply consistent guardrails via templates, and surface governance gaps for remediation.",https://learn.microsoft.com/en-us/microsoft-agent-365/overview,Medium,AG:04,,60,,N,
GenAI Security: Agents Security,"Use the Microsoft Purview Developer Platform (Purview APIs) to enforce inline, policy-based blocking/sanitization in custom AI apps before sensitive data is persisted or reused across sessions.",https://learn.microsoft.com/en-us/purview/developer/microsoft-purview-sdk-documentation-overview,Medium,AG:01,,60,,N,
GenAI Security: Agents Security,"Use Microsoft Purview APIs to standardize how custom apps record and govern prompts/responses and related actions, then support investigations and evidence with Microsoft Purview Audit.","https://learn.microsoft.com/purview/developer/use-the-api ",Medium,AG:04,,60,,N,
GenAI Security: Agents Security,Use Microsoft Purview Communication Compliance to operationalize ethical/safety constraints by detecting and triaging risky or non-compliant AI interactions (prompts/responses).,https://learn.microsoft.com/purview/communication-compliance-copilot,Medium,AG:04,,60,,N,
GenAI Security: Agents Security,Use Microsoft Purview sensitivity labels (with encryption/permissions) to ensure sensitive content cannot be accessed or extracted into AI workflows unless explicitly authorized.,https://learn.microsoft.com/purview/create-sensitivity-labels,Medium,AG:01,,60,,N,
GenAI Security: Agents Security,Use Microsoft Purview Audit to capture searchable audit trails of tool-related activity and support investigations when misuse occurs.,https://learn.microsoft.com/purview/audit-solutions-overview,Medium,AG:03,,60,,N,
GenAI Security: Agents Security,"Use Microsoft Agent 365 Observability to monitor agent activity patterns and operational signals, improving detection and triage of overload conditions.",https://learn.microsoft.com/microsoft-agent-365/admin/monitor-agents,Medium,AG:03,,60,,N,
GenAI Security: Agents Security,Use Microsoft Entra Access Reviews to periodically recertify agent access to roles/groups/apps and remove stale elevated permissions.,https://learn.microsoft.com/entra/id-governance/access-reviews-overview,Medium,AG:02,,60,,N,
GenAI Security: Agents Security,Use Microsoft Agent 365 to monitor agent behavior and performance and surface governance gaps that indicate unsafe chaining patterns.,https://learn.microsoft.com/microsoft-365/admin/manage/agent-map?view=o365-worldwide&toc=%2Fmicrosoft-agent-365%2Ftoc.json&bc=%2F%2Fmicrosoft-agent-365%2Fbreadcrumb%2Fagent365%2Ftoc.json,Medium,AG:04,,60,,N,
GenAI Security: Agents Security,Use Microsoft Copilot Studio quotas and limits to enforce automatic throttling (per-minute/per-hour request caps) so excessive usage is blocked rather than degrading service.,https://learn.microsoft.com/en-us/microsoft-copilot-studio/requirements-quotas,Medium,AG:03,,50,,N,
GenAI Security: Agents Security,Use Microsoft Entra Agent ID logs to add agent-specific context (agent sign-ins and audit events),https://learn.microsoft.com/entra/agent-id/identity-professional/sign-in-audit-logs-agents,Medium,AG:04,,50,,N,
GenAI Security: Agents Security,Use Azure API Management rate-limit policy to enforce consistent call-rate limits at the tool/API layer that agents invoke.,https://learn.microsoft.com/azure/api-management/rate-limit-policy,Medium,AG:04,,50,,N,
GenAI Security: Agents Security,Use Microsoft Entra ID Governance for agent identities to make agent access intentional and time-bound (with sponsors/ownership and lifecycle controls).,https://learn.microsoft.com/entra/id-governance/,Medium,AG:04,,50,,N,
GenAI Security: Agents Security,Use Azure AI Content Safety filters to implement consistent standards of ethical guidelines.,https://learn.microsoft.com/azure/ai-services/content-safety,Medium,AG:04,,50,,N,
-----------,,,,,
,,,,,
Category,Question,Answers,Selected Answer,Note
GenAI Security: Architecture,"How is the workload protected from malicious or hidden instructions that attempt to manipulate the model's behavior, and what measures ensure that generated outputs remain safe and aligned with organizational policy?
",Input and output validation mechanisms detect and filter unsafe or adversarial content before processing or displaying results.,,,
GenAI Security: Architecture,"How is the workload protected from malicious or hidden instructions that attempt to manipulate the model's behavior, and what measures ensure that generated outputs remain safe and aligned with organizational policy?
","System prompts are fixed and cannot be altered by user input, prompt chaining, or indirect instructions.",,,
GenAI Security: Architecture,"How is the workload protected from malicious or hidden instructions that attempt to manipulate the model's behavior, and what measures ensure that generated outputs remain safe and aligned with organizational policy?
","Sensitive or confidential data in prompts or context is masked, redacted, or encrypted before being sent to the model.",,,
GenAI Security: Architecture,"How is the workload protected from malicious or hidden instructions that attempt to manipulate the model's behavior, and what measures ensure that generated outputs remain safe and aligned with organizational policy?
",Human approval or policy enforcement is required before executing any model-generated action with potential impact.,,,
GenAI Security: Architecture,"How is the workload protected from malicious or hidden instructions that attempt to manipulate the model's behavior, and what measures ensure that generated outputs remain safe and aligned with organizational policy?
",Red teaming and adversarial testing are conducted regularly to identify prompt injection vulnerabilities and unsafe outputs.,,,
GenAI Security: Architecture,"How is the workload protected from malicious or hidden instructions that attempt to manipulate the model's behavior, and what measures ensure that generated outputs remain safe and aligned with organizational policy?
",None of the above.,None of the above.,,
GenAI Security: Architecture,"How are AI-generated outputs monitored, validated, and controlled to prevent unintended actions, harmful automation, or misinformation?
","AI-generated actions, commands, or instructions are validated before execution in downstream systems.",,,
GenAI Security: Architecture,"How are AI-generated outputs monitored, validated, and controlled to prevent unintended actions, harmful automation, or misinformation?
",Guardrails prevent AI outputs from triggering unsafe automation or workflow steps.,,,
GenAI Security: Architecture,"How are AI-generated outputs monitored, validated, and controlled to prevent unintended actions, harmful automation, or misinformation?
","Rate limits, quotas, and monitoring protect against excessive model usage or denial-of-service.",,,
GenAI Security: Architecture,"How are AI-generated outputs monitored, validated, and controlled to prevent unintended actions, harmful automation, or misinformation?
","Controls detect incorrect, fabricated, or misleading information in AI responses when accuracy is important.",,,
GenAI Security: Architecture,"How are AI-generated outputs monitored, validated, and controlled to prevent unintended actions, harmful automation, or misinformation?
",None of the above.,None of the above.,,
GenAI Security: Architecture,"How are AI execution environments controlled and monitored to prevent malicious code execution, resource abuse, and system compromise?
","AI executions run in isolated, disposable environments.",,,
GenAI Security: Architecture,"How are AI execution environments controlled and monitored to prevent malicious code execution, resource abuse, and system compromise?
",All execution code is reviewed and approved before deployment,,,
GenAI Security: Architecture,"How are AI execution environments controlled and monitored to prevent malicious code execution, resource abuse, and system compromise?
",Execution activity is monitored for anomalies or suspicious behavior.,,,
GenAI Security: Architecture,"How are AI execution environments controlled and monitored to prevent malicious code execution, resource abuse, and system compromise?
",Resource limits and timeouts are configured for execution environments.,,,
GenAI Security: Architecture,"How are AI execution environments controlled and monitored to prevent malicious code execution, resource abuse, and system compromise?
",None of the above.,None of the above.,,
GenAI Security: Architecture,"How is the integrity and confidentiality of data and models ensured across their lifecycle, and what safeguards prevent tampering, poisoning, or unauthorized access?
","Data used for training and fine-tuning is validated for accuracy, toxicity, and bias.",,,
GenAI Security: Architecture,"How is the integrity and confidentiality of data and models ensured across their lifecycle, and what safeguards prevent tampering, poisoning, or unauthorized access?
",The origin and processing history of all datasets and model inputs are tracked and documented.,,,
GenAI Security: Architecture,"How is the integrity and confidentiality of data and models ensured across their lifecycle, and what safeguards prevent tampering, poisoning, or unauthorized access?
","Model artifacts and checkpoints are stored in secure, access-controlled repositories.",,,
GenAI Security: Architecture,"How is the integrity and confidentiality of data and models ensured across their lifecycle, and what safeguards prevent tampering, poisoning, or unauthorized access?
",Role-based access control (RBAC) and logging are implemented for all model and data access operations.,,,
GenAI Security: Architecture,"How is the integrity and confidentiality of data and models ensured across their lifecycle, and what safeguards prevent tampering, poisoning, or unauthorized access?
",Continuous monitoring and integrity checks detect data poisoning or adversarial modifications.,,,
GenAI Security: Architecture,"How is the integrity and confidentiality of data and models ensured across their lifecycle, and what safeguards prevent tampering, poisoning, or unauthorized access?
",Privacy-preserving computation and encryption methods protect sensitive data during processing and storage.,,,
GenAI Security: Architecture,"How is the integrity and confidentiality of data and models ensured across their lifecycle, and what safeguards prevent tampering, poisoning, or unauthorized access?
",None of the above.,None of the above.,,
GenAI Security: Architecture,"How are AI data assets, models, and generated outputs protected against unauthorized access, leakage, or tampering?

",Data and models are encrypted at rest and in transit using Azure-managed encryption.,,,
GenAI Security: Architecture,"How are AI data assets, models, and generated outputs protected against unauthorized access, leakage, or tampering?

",Access to AI data and models is restricted using role-based access control (RBAC) and managed identities.,,,
GenAI Security: Architecture,"How are AI data assets, models, and generated outputs protected against unauthorized access, leakage, or tampering?

","Sensitive or regulated data is classified, governed, and monitored using Microsoft Purview.",,,
GenAI Security: Architecture,"How are AI data assets, models, and generated outputs protected against unauthorized access, leakage, or tampering?

",AI outputs are monitored and filtered for sensitive or unsafe content before being returned to users.,,,
GenAI Security: Architecture,"How are AI data assets, models, and generated outputs protected against unauthorized access, leakage, or tampering?

",None of the above.,None of the above.,,
GenAI Security: Architecture,"How is training data protected to ensure that private, confidential, or sensitive information cannot be learned, exposed, or reconstructed from the model?

",Training data is reviewed and cleaned to remove sensitive or personal information before model training.,,,
GenAI Security: Architecture,"How is training data protected to ensure that private, confidential, or sensitive information cannot be learned, exposed, or reconstructed from the model?

",Training data is stored in secure locations with encryption and restricted access.,,,
GenAI Security: Architecture,"How is training data protected to ensure that private, confidential, or sensitive information cannot be learned, exposed, or reconstructed from the model?

",Only approved and verified datasets are used for model training.,,,
GenAI Security: Architecture,"How is training data protected to ensure that private, confidential, or sensitive information cannot be learned, exposed, or reconstructed from the model?

",Access to training data is logged and monitored.,,,
GenAI Security: Architecture,"How is training data protected to ensure that private, confidential, or sensitive information cannot be learned, exposed, or reconstructed from the model?

",None of the above.,None of the above.,,
GenAI Security: Architecture,"How are data boundaries, access controls, and governance mechanisms enforced to ensure AI applications only process appropriate and authorized data?

","Microsoft Purview is used for data governance, classification, and policy enforcement across AI systems.",,,
GenAI Security: Architecture,"How are data boundaries, access controls, and governance mechanisms enforced to ensure AI applications only process appropriate and authorized data?

",Data boundaries are defined to separate information types based on application scope and user access levels.,,,
GenAI Security: Architecture,"How are data boundaries, access controls, and governance mechanisms enforced to ensure AI applications only process appropriate and authorized data?

",Datasets for different AI applications are isolated to prevent cross-contamination or unintended data access.,,,
GenAI Security: Architecture,"How are data boundaries, access controls, and governance mechanisms enforced to ensure AI applications only process appropriate and authorized data?

",Role-based data access controls ensure users and applications only access data matching their responsibilities.,,,
GenAI Security: Architecture,"How are data boundaries, access controls, and governance mechanisms enforced to ensure AI applications only process appropriate and authorized data?

",None of the above.,None of the above.,,
GenAI Security: Architecture,"How are authentication, authorization, and access governance applied to ensure only approved users, services, and applications can interact with AI resources?

",Microsoft Entra ID is used for authentication instead of static API keys.,,,
GenAI Security: Architecture,"How are authentication, authorization, and access governance applied to ensure only approved users, services, and applications can interact with AI resources?

",Multifactor authentication and privileged access controls are enforced.,,,
GenAI Security: Architecture,"How are authentication, authorization, and access governance applied to ensure only approved users, services, and applications can interact with AI resources?

",Conditional Access policies restrict and monitor AI access based on risk and context.,,,
GenAI Security: Architecture,"How are authentication, authorization, and access governance applied to ensure only approved users, services, and applications can interact with AI resources?

","Least privilege access is enforced for all users, services, and AI workloads",,,
GenAI Security: Architecture,"How are authentication, authorization, and access governance applied to ensure only approved users, services, and applications can interact with AI resources?

",Service-to-service communication uses managed identities instead of stored credentials,,,
GenAI Security: Architecture,"How are authentication, authorization, and access governance applied to ensure only approved users, services, and applications can interact with AI resources?

",An accurate inventory of AI agent identities is maintained,,,
GenAI Security: Architecture,"How are authentication, authorization, and access governance applied to ensure only approved users, services, and applications can interact with AI resources?

",External access to AI endpoints is restricted and monitored.,,,
GenAI Security: Architecture,"How are authentication, authorization, and access governance applied to ensure only approved users, services, and applications can interact with AI resources?

",Microsoft Foundry Portal is used to centrally govern access and resource usage,,,
GenAI Security: Architecture,"How are authentication, authorization, and access governance applied to ensure only approved users, services, and applications can interact with AI resources?

",None of the above.,None of the above.,,
GenAI Security: Architecture,"How are third-party AI components, datasets, and dependencies verified and secured to prevent supply chain compromise?

","Model, dataset, and dependency origin and authenticity are verified and tracked throughout the AI lifecycle.",,,
GenAI Security: Architecture,"How are third-party AI components, datasets, and dependencies verified and secured to prevent supply chain compromise?

","AI frameworks, libraries, and model packages are verified and kept up to date using secure sources.",,,
GenAI Security: Architecture,"How are third-party AI components, datasets, and dependencies verified and secured to prevent supply chain compromise?

",Continuous vulnerability scanning is implemented across AI pipelines and deployment environments.,,,
GenAI Security: Architecture,"How are third-party AI components, datasets, and dependencies verified and secured to prevent supply chain compromise?

","Plugins, APIs, and external connectors operate under least-privilege access.",,,
GenAI Security: Architecture,"How are third-party AI components, datasets, and dependencies verified and secured to prevent supply chain compromise?

",None of the above.,None of the above.,,
GenAI Security: Architecture,"How are AI-specific security risks and threats identified, assessed, and tracked across the AI workload lifecycle?

",Comprehensive AI threat assessments are performed and integrated across the AI lifecycle.,,,
GenAI Security: Architecture,"How are AI-specific security risks and threats identified, assessed, and tracked across the AI workload lifecycle?

",AI system risks are identified using AI-specific security frameworks such as MITRE ATLAS or OWASP Generative AI risks.,,,
GenAI Security: Architecture,"How are AI-specific security risks and threats identified, assessed, and tracked across the AI workload lifecycle?

","AI models are tested for vulnerabilities using adversarial testing, data-loss-prevention checks, or AI red-team simulations.",,,
GenAI Security: Architecture,"How are AI-specific security risks and threats identified, assessed, and tracked across the AI workload lifecycle?

","AI risks are reviewed regularly to identify new threats as data, models, and usage evolve.",,,
GenAI Security: Architecture,"How are AI-specific security risks and threats identified, assessed, and tracked across the AI workload lifecycle?

",None of the above.,None of the above.,,
GenAI Security: Architecture,"How are AI assets inventoried and AI infrastructure resources protected from unauthorized access and threats?

",A complete and continuously maintained inventory exists for all AI assets.,,,
GenAI Security: Architecture,"How are AI assets inventoried and AI infrastructure resources protected from unauthorized access and threats?

",All AI communication paths are secured to prevent unauthorized access or data interception.,,,
GenAI Security: Architecture,"How are AI assets inventoried and AI infrastructure resources protected from unauthorized access and threats?

","AI artifacts such as models and datasets are protected against unauthorized access, tampering, or theft.",,,
GenAI Security: Architecture,"How are AI assets inventoried and AI infrastructure resources protected from unauthorized access and threats?

",Clear data boundaries are defined and enforced to ensure AI components only access appropriate data.,,,
GenAI Security: Architecture,"How are AI assets inventoried and AI infrastructure resources protected from unauthorized access and threats?

",Platform-specific security controls are applied based on the AI deployment model (PaaS or IaaS).,,,
GenAI Security: Architecture,"How are AI assets inventoried and AI infrastructure resources protected from unauthorized access and threats?

",Private network connectivity and traffic filtering controls are enforced for AI workloads.,,,
GenAI Security: Architecture,"How are AI assets inventoried and AI infrastructure resources protected from unauthorized access and threats?

",Endpoint detection and protection are enabled on AI compute hosts.,,,
GenAI Security: Architecture,"How are AI assets inventoried and AI infrastructure resources protected from unauthorized access and threats?

",Internet exposure is minimized by closing unused ports and limiting externally accessible services.,,,
GenAI Security: Architecture,"How are AI assets inventoried and AI infrastructure resources protected from unauthorized access and threats?

",A reference AI architecture is used as the foundation for the AI workload design.,,,
GenAI Security: Architecture,"How are AI assets inventoried and AI infrastructure resources protected from unauthorized access and threats?

",Virtual machines and container hosts used by AI workloads are regularly patched and protected.,,,
GenAI Security: Architecture,"How are AI assets inventoried and AI infrastructure resources protected from unauthorized access and threats?

",None of the above.,None of the above.,,
GenAI Security: Risk Management and Compliance,"How clearly are roles and responsibilities defined for AI governance, security, compliance, and lifecycle management?
","Fully defined and documented roles across security, data, and engineering",,,
GenAI Security: Risk Management and Compliance,"How clearly are roles and responsibilities defined for AI governance, security, compliance, and lifecycle management?
",Roles defined but responsibilities overlap,,,
GenAI Security: Risk Management and Compliance,"How clearly are roles and responsibilities defined for AI governance, security, compliance, and lifecycle management?
",Informal or inconsistently applied roles,,,
GenAI Security: Risk Management and Compliance,"How clearly are roles and responsibilities defined for AI governance, security, compliance, and lifecycle management?
",None of the above,None of the above,,
GenAI Security: Risk Management and Compliance,"How well has your organization defined AI-specific risk categories (e.g., model misuse, model extraction, data leakage, adversarial manipulation, drift)?
",Fully defined and aligned with recognized frameworks,,,
